firstName,lastName,company,title,biography,facebookUrl,twitterUrl,linkedInUrl,profileImageUri,links
CARON,WASHINGTON,JPMorgan Chase & Co.,"Vice President, Wealth, Advancing Black Pathways","Caron M. Washington is the Vice President of Wealth for JPMorgan Chase’s (JPMC) Advancing Black Pathways Program (ABP). ABP is a bold initiative that builds on JPMC’s existing efforts to help Black people chart stronger paths towards economic success and empowerment including Business growth and entrepreneurship, Financial health & Wealth creation, Careers & skills, and community development. Caron leads the Financial health & Wealth creation pillar for ABP. 

Previously, Caron was the Director of Entrepreneurship and Business Development for the National Urban League where he provided support and technical assistance to 12 Entrepreneurship Centers that provided management counseling, mentoring and training services for businesses looking to start, grow, and scale resulting in job and wealth creation. 

Caron’s career spanned 9 years in retail banking providing various financial solutions for personal and business customers.
Caron is also a dedicated life member of Kappa Alpha Psi Fraternity, Inc.",,,https://www.linkedin.com/in/caronmwashington/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/3286989a6b9e489c9ce51d2764809154.jpg,WEBSITE - www.jpmorganchase.com/abp
DANIEL P,CARUSO,Caruso Ventures,Managing Director,"Dan Caruso was Chairman and CEO at Zayo Group, a company he co-founded in 2007. Zayo was Dan’s 3rd Fiber Bandwidth startup. Dan joined Metropolitan Fiber Systems (MFS) as it began to scale and was part of the exec team that launched Level 3. All three exited for > $10B. Dan also led the take private of ICG, which achieved a 25X return and led to the ideation of Zayo. 

Beyond his role at Zayo, Dan is an avid supporter of Colorado’s and Chicago’s entrepreneurial community. He currently serves as Chairman of the Board for Endeavor Colorado and serves on the boards of Colorado Thrives, University of Chicago’s Polsky Center and CU Boulder’s Chancellor Strategic Advisory Council. Dan holds an MBA from the University of Chicago and a B.S. in Engineering from the University of Illinois.",,,https://www.linkedin.com/in/dan-caruso-7b6b6/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/282922b3511c486c9d8f73ad02843b18.png,WEBSITE - https://carusoventures.com/
DEVIN,DE WULF,Krewe of Red Beans / Feed the Second Line,Founder,"Devin De Wulf is a former middle-school social studies teacher, folk-artist, and stay-at-home dad of two. He is also the founder and organizer of the Krewe of Red Beans, a Lundi Gras marching parade. 

Since COVID began, Devin has led the Krewe of Red Beans in a series of inspiring community-support efforts. The first, Feed the Front Line NOLA was inspired by his wife, an ER doctor at UMC. Beginning with a $60 order of food and an email to his krewe, Devin helped create the largest restaurant-food-to-hospital-worker effort in America. $1.2 million raised in 6 weeks, 90,000 meals to every single ER and ICU in New Orleans (From St. Bernard to Kenner), 10,000 cookies and coffees, and $100,000 in delivery gigs for musicians. 

Then the krewe created ""Feed the Second Line"", which has created $300,000 in gig-work for musicians and black-masking Indians (grocery shopping, beadwork designs) and $130,000 in groceries for culture-bearer elders. This effort is ongoing. 

Devin also led in the creation of ""Hire A Mardi Gras Artist"" which has put 45 Mardi Artists to work and raised over $250,000",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/c49798130ef84364a3dc921ef37ad273.jpg,FEED THE SECOND LINE - https://www.feedthesecondline.org/ ; RED BEANS PARADE - https://www.instagram.com/redbeansparade/
MEAGHAN,MCCORMACK,St. Bernard Economic Development Foundation (SBEDF),Executive Director,"she/her/hers

As Executive Director of SBEDF, Meaghan seeks to create a vibrant business ecosystem full of opportunity and connectivity in St. Bernard Parish. With her experience in small business development, collaborative innovation, and program management, McCormack has already been acknowledged as a City Business Women of the Year (2019) and GNO Inc Millennial Award in Economic Development Finalist (2019). Prior to her role at St. Bernard Economic Development Foundation, Meaghan worked with the World Trade Center of New Orleans & Goldman Sachs 10,000 Small Businesses Program. She is a graduate of Loyola University.",,,https://www.linkedin.com/in/meaghanmccormack/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/0966909722a14aa6876f9aefbea76e77.png,WEBSITE - https://www.sbedf.org/
ALLISON,SCHILLER,trepwise,"Director of Innovation, Advisor","she/her/hers

Allison Schiller is an Advisor and Director of Innovation at trepwise, bringing her experience in architecture and design thinking to work with organizations in discovering, exploring, and developing user-centric solutions to complex challenges. Allison has worked with clients to facilitate conversations, workshops and creative strategic planning, bringing design research, collaboration and optimism to diverse topics such as campus mental health, organizational growth, board development, digital equity, HR practice evaluation, and disaster preparedness.

Allison Schiller received a B.A. in film studies and creative writing from the University of California at Santa Barbara. In 2008, Allison moved to New Orleans where she earned her master’s degree in architecture from the Tulane School of Architecture, spending two semesters working on design/build projects, including the award-winning Grow Dat Youth Farm project and the Delassize community garden in the Central City neighborhood. These experiences deepened Schiller’s commitment to public interest design and community engagement.",,,https://www.linkedin.com/in/allison-schiller2118/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/c8f1cd2342ba47e1a79c56f715dc0a8b.jpg,WEBSITE - http://trepwise.com/
ROCSEAN,SPENCER,New Orleans Ernest N. Morial Convention Center,Director of the Small Business Program,"Rocsean Spencer, CCA is the Small Business Program Director for New Orleans Ernest N. Morial Convention Center and industry leader in conventions and tradeshows. The Ernest N. Morial New Orleans Exhibition Hall Authority (“Authority”), the Convention Center’s governing board, created the position to promote the importance of diversity, inclusion and small business development at the Convention Center.

In this role, Mrs. Spencer is tasked with developing and managing the Small and Emerging Business Opportunity Program, and serves as liaison between the Authority, internal stakeholders and the community.

Mrs. Spencer comes to the Convention Center from the City of New Orleans, Office of Supplier Diversity(OSD) where she served as the Department Lead. Prior to that tenure she served in OSD as a Intern, Certification Officer, Compliance Officer and also the Certification Coordinator overseeing the SLDBE certification department.

Mrs. Spencer earned her B.A. in Public Administration from Southern University at New Orleans. She also earned her Contract Compliance Administrator Certification from American Contract Compliance Association and Morgan State University for Continuing and Professional Studies.

In addition to her memberships in several professional and community organizations, Mrs. Spencer serves as a committee member on the City of New Orleans, SLDBE Appeals Committee.

Aside from her professional life, Mrs. Spencer is the wife of 25 yrs. to Mr. Duane Spencer and together they have three sons.",,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/7d1767c149194ecb8fb3f68ca4421565.jpg,WEBSITE - https://exhallnola.com/
KAYTI CHUNG,WILLIAMS,Launch NOLA,Director,"she/her/hers

Kayti Chung-Williams is the Director of Launch NOLA.  Being an entrepreneur herself, she has strived to turn every opportunity into equity.  Through Launch NOLA, Kayti supports entrepreneurs in New Orleans through coaching and  facilitating the Business Academy. Launch NOLA has two academies for entrepreneurs:  General Business and Green Infrastructure.",https://www.facebook.com/LaunchNOLA,,,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/46657ce4b2c14c3f8ddc54e113c234aa.jpg,WEBSITE - https://www.launchnola.org/
JOSEPH F.,LAVIGNE,Jones Walker LLP,Partner,"Joe Lavigne is a partner in Jones Walker LLP’s Labor & Employment Practice Group in New Orleans, LA.

As a lead attorney on Jones Walker’s trade secret and non-compete team, Joe focuses his practice on prosecuting and defending claims of employee misconduct involving trade secret violations, unfair trade practices, non-compete violations, invasion of privacy, Computer Fraud and Abuse Act issues, theft, and related disputes. Clients look to Joe to handle high-stakes litigation necessary to protect confidential, proprietary, and trade secret information and to vigorously defend them when unfounded misappropriation claims are made. He also advises clients on employment policies and practices and regularly negotiates employment agreements for employers.

A founding member of The Trade Secret Insider, Joe presents regularly at legal and industry conferences, where he speaks on issues related to protecting confidential and trade secret information, and prosecuting and defending claims regarding the same.",,,https://www.linkedin.com/in/joseph-lavigne-438504b/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/b6f7ae691d5e41b1b0312f2096a2667b.jpg,WEBSITE - https://www.joneswalker.com/professionals/joseph-f-lavigne.html
TRIXIE,MINX,Trixie Minx Productions,Artistic Director & Owner,"she/her/hers

Trixie Minx is a a producer/performer based in New Orleans, LA. Her company, Trixie Minx Productions, creates custom curated shows with her team of performing artists for both public events & private functions. As performer she is best known for her classic style of dance infused with her trademark comic twist. 
Beyond the stage Trixie also volunteers her time as a advocate for affordable performer healthcare with the New Orleans Musicians Clinic. And on a ridiculous note she LOVES cheese & is currently the reigning Queen of the Fete de Fromage.",,https://twitter.com/TrixMinx,https://www.linkedin.com/in/trixieminx/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/b83649c30e3c4010a70ca17775896fba.jpg,WEBSITE - https://www.trixieminx.com/
MYLA REESE,POREE,"TruFund Financial Services, Inc.",VP / Director of Business Resiliency and Disaster Recovery,"she/her/hers

Myla Poree is a native of New Orleans, LA. She is the Vice President/Director of Business Resiliency and Disaster Recovery for TruFund Financial Services. Mrs. Poree has been with TruFund for over 13 years, serving as the Managing Director for the Louisiana Offices, Technical Assistance Coordinator and Program Manager of the Southeast Louisiana Fisheries Assistance Center. As the Director, Myla oversees the design of development services that provide comprehensive support to TruFund's borrowers, as well as disaster impact strategy for small businesses in all regions. Over the last 12 years Myla has been integral in the development, implementation, and delivery of all disaster programs at TruFund.  Myla has been invited as a speaker at several events, including United Nations Civil Society Sustainability Conference where she delivered a presentation on Disaster Recovery and Business Resiliency.  She received her B.S. in Business Administrations from Xavier University and M.B.A. from Texas Southern University.",,,https://www.linkedin.com/in/myla-poree-5237628/,https://custom.cvent.com/a8c8ec4c05104789a0eb595eac25b252/files/event/6d45431e0aef41c8b8ac9ec3f7c1d5b1/207f4de3635945fcbc9a9b29beccaa7d.png,WEBSITE - https://www.trufund.org/
